rec_id,nr_hit,species,group member,method,classification,notes,Old_rec_id,Old_fasta_name
common_CT621__uniprot_O84626__genbank_WP_010725277.1__species_Chlamydia_trachomatis,WP_010725277.1,Chlamydia trachomatis,Iris,CyA and GSK assays,proven,,tr|O84626|O84626_CHLTRUncharacterized,tr|O84626|O84626_CHLTRUncharacterized_Chlamydia_trachomatis protein OS=Chlamydia trachomatis (strain D/UW-3/Cx) GN=CT_621 PE=4 SV=1|23437191|
common_CT642__uniprot_O84648__genbank_WP_010725287.1__species_Chlamydia_trachomatis,WP_010725287.1,Chlamydia trachomatis,Iris,CyA+western blot against CyA antibody in shigella consitutively expressed vs. defected T3SS,proven,,tr|O84648|O84648_CHLTRUncharacterized,tr|O84648|O84648_CHLTRUncharacterized_Chlamydia_trachomatis protein OS=Chlamydia trachomatis (strain D/UW-3/Cx) GN=CT_642 PE=4 SV=1|24391954|
common_CT694__uniprot_O84700__genbank_WP_010725304.1__species_Chlamydia_trachomatis,WP_010725304.1,Chlamydia trachomatis,Iris,expressed in wt T3SS vs deficient T3SS Y. pseudotuberculosis to check weather the protein uses T3SS+immunoblot,proven,,tr|O84700|O84700_CHLTRUncharacterized,tr|O84700|O84700_CHLTRUncharacterized_Chlamydia_trachomatis protein OS=Chlamydia trachomatis (strain D/UW-3/Cx) GN=CT_694 PE=4 SV=1|23437191|
common_CT712__uniprot_O84718__genbank_WP_009872088.1__species_Chlamydia_trachomatis,WP_009872088.1,Chlamydia trachomatis,Iris,CyA assay,proven,,tr|O84718|O84718_CHLTRUncharacterized,tr|O84718|O84718_CHLTRUncharacterized_Chlamydia_trachomatis protein OS=Chlamydia trachomatis (strain D/UW-3/Cx) GN=CT_712 PE=4 SV=1|24391954|
common_CT718__uniprot_O84723__genbank_WP_009872094.1__species_Chlamydia_trachomatis,WP_009872094.1,Chlamydia trachomatis,Iris,CyA assay,proven,,tr|O84723|O84723_CHLTRUncharacterized,tr|O84723|O84723_CHLTRUncharacterized_Chlamydia_trachomatis protein OS=Chlamydia trachomatis (strain D/UW-3/Cx) GN=CT_718 PE=4 SV=1|24391954|
common_CT738__uniprot_O84743__genbank_WP_009872115.1__species_Chlamydia_trachomatis,WP_009872115.1,Chlamydia trachomatis,Iris,BlaM and GSK assays,proven,,tr|O84743|O84743_CHLTRMetal,tr|O84743|O84743_CHLTRMetal_Chlamydia_trachomatis dependent hydrolase OS=Chlamydia trachomatis (strain D/UW-3/Cx) GN=yycJ PE=4 SV=1|24391954|
common_CT848__uniprot_O84855__genbank_WP_009872236.1__species_Chlamydia_trachomatis,WP_009872236.1,Chlamydia trachomatis,Iris,CyA assay,proven,,tr|O84855|O84855_CHLTRUncharacterized,tr|O84855|O84855_CHLTRUncharacterized_Chlamydia_trachomatis protein OS=Chlamydia trachomatis (strain D/UW-3/Cx) GN=CT_848 PE=4 SV=1|24391954|
tr|O84856|O84856_CHLTRUncharacterized,WP_009872237.1,Chlamydia trachomatis,Iris,,not proven,"only detected within the inclusion, wasn't secreted to the cytoplasm.",,
common_CopB2__uniprot_O84869__genbank_WP_010725374.1__species_Chlamydia_trachomatis,WP_010725374.1,Chlamydia trachomatis,Iris,Fusing the protein to Chlamydial carrier and wt T3SS vs deficient T3SS in Y. pseudotuberculosis+immunoblot,proven,,tr|O84869|O84869_CHLTRUncharacterized,tr|O84869|O84869_CHLTRUncharacterized_Chlamydia_trachomatis protein OS=Chlamydia trachomatis (strain D/UW-3/Cx) GN=CT_861 PE=4 SV=1|23437191|
common_CT863__uniprot_O84871__genbank_WP_010725376.1__species_Chlamydia_trachomatis,WP_010725376.1,Chlamydia trachomatis,Iris,CyA assay,proven,,tr|O84871|O84871_CHLTRUncharacterized,tr|O84871|O84871_CHLTRUncharacterized_Chlamydia_trachomatis protein OS=Chlamydia trachomatis (strain D/UW-3/Cx) GN=CT_863 PE=4 SV=1|24391954
common_pkn5__uniprot_A0A0H3MAM5__genbank_WP_009873285.1__species_Chlamydia_trachomatis,WP_009873285.1,Chlamydia trachomatis,Iris,Pkn5-F8M4 fussion and expression in Salmonella Typhimurium with deficient vs. functional T3ss,,,,
common_CT529__uniprot_O84534__genbank_WP_009871893.1__species_Chlamydia_trachomatis_D-EC,ADI51205.1,Chlamydia trachomatis D-EC,Iris,Fusing the protein to Chlamydial carrier and wt T3SS vs deficient T3SS in e Y. pseudotuberculosis to check weather the protein uses T3SS.,proven,,tr|O84534|O84534_CHLTRUncharacterized,tr|O84534|O84534_CHLTRUncharacterized_Chlamydia_trachomatis_D-EC protein OS=Chlamydia trachomatis (strain D/UW-3/Cx) GN=CT_529 PE=4 SV=1|24391954|
common_CT618__uniprot_O84623__genbank_WP_010725275.1__species_Chlamydia_trachomatis_D-EC,ADI51294.1,Chlamydia trachomatis D-EC,Iris,Fusing the protein to Chlamydial carrier and wt T3SS vs deficient T3SS in e Y. pseudotuberculosis to check weather the protein uses T3SS.,proven,,tr|O84623|O84623_CHLTRUncharacterized,tr|O84623|O84623_CHLTRUncharacterized_Chlamydia_trachomatis_D-EC protein OS=Chlamydia trachomatis (strain D/UW-3/Cx) GN=CT_618 PE=4 SV=1|24391954|
common_CT144__uniprot_O84146__genbank_WP_010725090.1__species_Chlamydia_trachomatis_D/UW3/CX,WP_010725090.1,Chlamydia trachomatis D/UW3/CX,Iris,"BlaM, CyaA and GSK assays",proven,CT144,,
common_CT016__uniprot_O84019__genbank_WP_010724984__species_Chlamydia_trachomatis_D/UW3/CX,WP_010724984,Chlamydia trachomatis D/UW3/CX,Iris,CyaA and GSK assays,proven,CT016,,
common_CT622__uniprot_O84627__genbank_WP_010725278.1__species_Chlamydia_trachomatis_D/UW3/CX,WP_010725278.1,Chlamydia trachomatis D/UW3/CX,Iris,BlaM and GSK assays,proven,CT622,,
common_copN__uniprot_O84091__genbank_WP_009873042.1__species_Chlamydia_trachomatis_D/UW3/CX,WP_009873042.1,Chlamydia trachomatis D/UW3/CX,Iris,secretion to HELA cells+immunoblot,proven,CT089,,
common_CopB__uniprot_O84582__genbank_WP_009871943.1__species_Chlamydia_trachomatis_D/UW3/CX,WP_009871943.1,Chlamydia trachomatis D/UW3/CX,Iris,Fusing the protein to Chlamydial carrier and wt T3SS vs deficient T3SS in Y. pseudotuberculosis+immunoblot,proven,CT578,,
common_CT058__uniprot_O84061__genbank_WP_010725013.1__species_Chlamydia_trachomatis_D/UW3/CX,WP_010725013.1,Chlamydia trachomatis D/UW3/CX,Iris,Cya assay,proven,,,
common_CT195__uniprot_O84198__genbank_WP_010725118.1__species_Chlamydia_trachomatis_D/UW3/CX,WP_010725118.1,Chlamydia trachomatis D/UW3/CX,Iris,Cya assay,proven,,,
common_CT226__uniprot_O84229__genbank_WP_010725129.1__species_Chlamydia_trachomatis_D/UW3/CX,WP_010725129.1,Chlamydia trachomatis D/UW3/CX,Iris,Cya assay,proven,,,
common_CT228__uniprot_O84231__genbank_WP_009873080.1__species_Chlamydia_trachomatis_D/UW3/CX,WP_009873080.1,Chlamydia trachomatis D/UW3/CX,Iris,Cya assay,proven,,,
common_CT249__uniprot_O84251__genbank_WP_010725138.1__species_Chlamydia_trachomatis_D/UW3/CX,WP_010725138.1,Chlamydia trachomatis D/UW3/CX,Iris,Cya assay,proven,,,
common_CT324__uniprot_O84326__genbank_WP_009871671.1__species_Chlamydia_trachomatis_D/UW3/CX,WP_009871671.1,Chlamydia trachomatis D/UW3/CX,Iris,Cya assay,proven,,,
common_CT358__uniprot_O84363__genbank_WP_010725170.1__species_Chlamydia_trachomatis_D/UW3/CX,WP_010725170.1,Chlamydia trachomatis D/UW3/CX,Iris,Cya assay,proven,,,
common_CT383__uniprot_O84388__genbank_WP_009871735.1__species_Chlamydia_trachomatis_D/UW3/CX,WP_009871735.1,Chlamydia trachomatis D/UW3/CX,Iris,Cya assay,proven,,,
common_CT440__uniprot_O84447__genbank_WP_009871795.1__species_Chlamydia_trachomatis_D/UW3/CX,WP_009871795.1,Chlamydia trachomatis D/UW3/CX,Iris,Cya assay,proven,,,
common_CT671__uniprot_O84678__genbank_WP_009872043.1__species_Chlamydia_trachomatis_D/UW3/CX,WP_009872043.1,Chlamydia trachomatis D/UW3/CX,Iris,Cya assay,proven,,,
common_CT579__uniprot_O84583__genbank_WP_009871944.1__species_Chlamydia_trachomatis_D/UW3/CX,WP_009871944.1,Chlamydia trachomatis D/UW3/CX,Iris,Cya assay,proven,,,
common_CT860__uniprot_O84868__genbank_WP_010725373.1__species_Chlamydia_trachomatis_D/UW3/CX,WP_010725373.1,Chlamydia trachomatis D/UW3/CX,Iris,Cya assay,proven,,,
common_CT_652.1__uniprot_O84659__genbank_WP_009872024.1__species_Chlamydia_trachomatis_D/UW3/CX,WP_009872024.1,Chlamydia trachomatis D/UW3/CX,Iris,Cya assay,proven,,,
common_CT_606.1__uniprot_O84612__genbank_WP_010725271.1__species_Chlamydia_trachomatis_D/UW3/CX,WP_010725271.1,Chlamydia trachomatis D/UW3/CX,Iris,Cya assay,proven,,,
common_incE__uniprot_P0DJI4__genbank_WP_010725071.1__species_Chlamydia_trachomatis_D/UW3/CX,WP_010725071.1,Chlamydia trachomatis D/UW3/CX,Iris,Cya assay,proven,,,
common_CTL0404__uniprot_A0A0H3MKN3__genbank_CAP03844.1__species_Chlamydia_trachomatis_serovar_L2,CAP03844.1,Chlamydia trachomatis serovar L2,Iris,"BlaM, GSK assay",proven,,,
common_incC__uniprot_A0A0H3MKU4__genbank_CAP03925.1__species_Chlamydia_trachomatis_serovar_L2,CAP03925.1,Chlamydia trachomatis serovar L2,Iris,"IncC-NTP chimeric, Ca+/Ca-",proven,,,
gi|215261157|pdb|3BO6|AChain,3BO6_A,Chromobacterium violaceum,,,,,,
tr|Q7NYG6|Q7NYG6_CHRVOHydrophilic,WP_011134862.1,Chromobacterium violaceum,,,,,,
tr|Q7P1B7|Q7P1B7_CHRVOUncharacterized,WP_011133851.1,Chromobacterium violaceum,,,,,,
tr|Q7NUX3|Q7NUX3_CHRVOSecretion,AAQ60244.1,Chromobacterium violaceum ATCC 12472,,,,,,
gi|34576994|gb|AAQ75736.1|type,AAQ75736.1,Citrobacter rodentium,,,,,,
gi|44307600|gb|AAS47020.1|non-LEE,AAS47020.1,Citrobacter rodentium,,,,,,
tr|B1GVN9|B1GVN9_CITROEspM3,WP_012907283.1,Citrobacter rodentium,,,,,,
tr|D2TI15|D2TI15_CITRIT3SS,WP_012908046.1,Citrobacter rodentium,,,,,,
tr|D2TJZ3|D2TJZ3_CITRIT3SS,WP_012904699.1,Citrobacter rodentium,,,,,,
tr|D2TJZ4|D2TJZ4_CITRIT3SS,WP_012904700.1,Citrobacter rodentium,,,,,,
tr|D2TK70|D2TK70_CITRIT3SS,WP_148222082.1,Citrobacter rodentium,,,,,,
tr|D2TK72|D2TK72_CITRIPutative,WP_012905902.1,Citrobacter rodentium,,,,,,
tr|D2TKD5|D2TKD5_CITRIT3SS,AAL06389.1,Citrobacter rodentium,,,,,,
tr|D2TKD7|D2TKD7_CITRIT3SS,WP_012907101.1,Citrobacter rodentium,,,,,,
tr|D2TKE9|D2TKE9_CITRIT3SS,WP_012907113.1,Citrobacter rodentium,,,,,,
tr|D2TKF8|D2TKF8_CITRIT3SS,WP_012907122.1,Citrobacter rodentium,,,,,,
tr|D2TML3|D2TML3_CITRIT3SS,WP_012904922.1,Citrobacter rodentium,,,,,,
tr|D2TRX7|D2TRX7_CITRIT3SS,WP_012908740.1,Citrobacter rodentium,,,,,,
tr|D2TRX8|D2TRX8_CITRIT3SS,AAS48168.1,Citrobacter rodentium,,,,,,
tr|D2TRY1|D2TRY1_CITRIT3SS,WP_012908744.1,Citrobacter rodentium,,,,,,
tr|D2TT37|D2TT37_CITRIT3SS,WP_012905389.1,Citrobacter rodentium,,,,,,
tr|D2TT38|D2TT38_CITRIT3SS,WP_012905390.1,Citrobacter rodentium,,,,,,
tr|D2TTX7|D2TTX7_CITRIPutative,WP_012905489.1,Citrobacter rodentium,,,,,,
WP_012905490,WP_012905490.1,Citrobacter rodentium,,,,,,
WP_012906143,WP_012906143.1,Citrobacter rodentium,,,,,,
WP_012907112,WP_012907112.1,Citrobacter rodentium,,,,,,
WP_012908043,QBY30401.1,Citrobacter rodentium,,,,,,
WP_012908051,WP_012908051.1,Citrobacter rodentium,,,,,,
WP_012908052,WP_012908052.1,Citrobacter rodentium,,,,,,
WP_012908650,WP_012908650.1,Citrobacter rodentium,,,,,,
WP_012908743,WP_012908743.1,Citrobacter rodentium,,,,,,
tr|D2TKF1|D2TKF1_CITRIT3SS,CBG89721.1,Citrobacter rodentium ICC168,,,,,,
common_NleO__uniprot_D2TI13__genbank_WP_012908044__species_Citrobacter_rodentium_ICC168,CBG90790.1,Citrobacter rodentium ICC168,Naama,?²-lactamase (TEM-1),proven,,WP_012908044,WP_012908044_Citrobacter_rodentium_ICC168 hypothetical protein ROD_40891 [Citrobacter rodentium ICC168]
common_NleN__uniprot_D2TRX6__genbank_WP_012908739__species_Citrobacter_rodentium_ICC168,CBG91570.1,Citrobacter rodentium ICC168,Naama,?²-lactamase (TEM-1),proven,,WP_012908739,WP_012908739_Citrobacter_rodentium_ICC168 hypothetical protein ROD_48841 [Citrobacter rodentium ICC168]
C6CHG6,WP_012769733.1,Dickeya chrysanthemi,,,,,,
sp|Q47278|HRPN_DICCHHarpin,WP_040001177.1,Dickeya chrysanthemi,,,,,,
D2BZV0,WP_012884676.1,Dickeya zeae,,,,,,
D0ZDK8,WP_012847733.1,Edwardsiella tarda,,,,,,
D4IGE7,WP_004161138.1,Erwinia amylovora,Megan (verified by Ella),,not proven,,,
Eop3,ABM65604.1,Erwinia amylovora,,,,,,
F8UV21,WP_099258314.1,Erwinia amylovora,,,,,,
F8UV27,WP_168400951.1,Erwinia amylovora,,,,,,
F8UV37,WP_004168439.1,Erwinia amylovora,,,,,,
common_HrpN__genbank_WP_004155369__uniprot_Q01099__species_Erwinia_amylovora,WP_004155369.1,Erwinia amylovora,Megan (verified by Ella),"Western blotting, protease treatment and xr assay",proven,,sp|Q01099|HRPN_ERWAMHarpin,sp|Q01099|HRPN_ERWAMHarpin_Erwinia_amylovora HrpN OS=Erwinia amylovora GN=hrpN PE=1 SV=3|24391954|
tr|D4HVP7|D4HVP7_ERWACAvirulence,WP_004155371.1,Erwinia amylovora,Megan (verified by Ella),,not proven,,,
common_DspA/E__genbank_WP_004155375.1__uniprot_O54581__species_Erwinia_amylovora,WP_004155375.1,Erwinia amylovora,Megan (verified by Ella),"translocation essay, two-hybrid essay",proven,,tr|D4HVQ0|D4HVQ0_ERWACPutative,tr|D4HVQ0|D4HVQ0_ERWACPutative_Erwinia_amylovora avirulence protein DspE (DspA) OS=Erwinia amylovora (strain CFBP1430) GN=dspE PE=4 SV=1|24391954|
tr|D4HWC7|D4HWC7_ERWACType,WP_004155599.1,Erwinia amylovora,Megan (verified by Ella),,not proven,,,
tr|D4HWL8|D4HWL8_ERWACProbable,WP_004155795.1,Erwinia amylovora,,,,,,
tr|D4I1J6|D4I1J6_ERWACCysteine,ASP45101.1,Erwinia amylovora,,,,,,
WP_168426712.1,WP_168426712.1,Erwinia amylovora,,,,,,
E5B203,CBX79504.1,Erwinia amylovora ATCC BAA-2158,,,,,,
CCO83666.1,CCO83666.1,Erwinia amylovora Ea266,,,,,,
D0FW01,WP_012669294.1,Erwinia pyrifoliae,,,,,,
D0FW02,WP_012669295.1,Erwinia pyrifoliae,,,,,,
D0FW04,WP_012669297.1,Erwinia pyrifoliae,,,,,,
D0FW06,WP_012669299.1,Erwinia pyrifoliae,,,,,,
E3DFN8,WP_014543269.1,Erwinia sp. Ejp617,,,,,,
E3DFP0,WP_041474403.1,Erwinia sp. Ejp617,,,,,,
E3DFP2,WP_014543273.1,Erwinia sp. Ejp617,,,,,,
E3DFP3,ADP11395.1,Erwinia sp. Ejp617,,,,,,
AV903_19190,WP_233479611.1,Erwinia tracheiphila,,,,,,
B1EQ19,WP_000938092.1,Escherichia albertii,,,,,,
B1ERQ7,WP_002461895.1,Escherichia albertii,,,,,,
tr|A4PHQ3|A4PHQ3_ECOLXTranslocated,WP_059215485.1,Escherichia albertii,,,,,,
B1EN88,EDS91230.1,Escherichia albertii TW07627,,,,,,
B2PGF1,EEV8298179.1,Escherichia coli,,,,,,
B3B689,HAY0341012.1,Escherichia coli,,,,,,
B3BDA1,WP_001302942.1,Escherichia coli,,,,,,
B3I1V9,WP_143361986.1,Escherichia coli,,,,,,
B3IDA2,WP_000950986.1,Escherichia coli,,,,,,
B3Y096,WP_000652076.1,Escherichia coli,,,,,,
B5YSK1,EES2201172.1,Escherichia coli,,,,,,
B5YWI0,WP_001301454.1,Escherichia coli,,,,,,
B5Z205,EFS1571872.1,Escherichia coli,,,,,,
B5Z314,WP_001131642.1,Escherichia coli,,,,,,
B7A2I0,EEQ5735603.1,Escherichia coli,,,,,,
B7A4F0,WP_137413442.1,Escherichia coli,,,,,,
C6UPC0,WP_000535062.1,Escherichia coli,,,,,,
C6URC5,EEQ1665683.1,Escherichia coli,,,,,,
C6URC9,WP_001303921.1,Escherichia coli,,,,,,
C6URF9,WP_001098309.1,Escherichia coli,,,,,,
C6URG0,WP_001144077.1,Escherichia coli,,,,,,
C6URG1,WP_115443398.1,Escherichia coli,,,,,,
C6UT86,WP_001121626.1,Escherichia coli,,,,,,
C6UU57,EEC7345375.1,Escherichia coli,,,,,,
C6UUD2,WP_001303500.1,Escherichia coli,,,,,,
C6UUD3,WP_001131658.1,Escherichia coli,,,,,,
C6UVP4,WP_001303786.1,Escherichia coli,,,,,,
C6UVQ6,WP_000868321.1,Escherichia coli,,,,,,
C6UW60,WP_000081128.1,Escherichia coli,,,,,,
C6UYD7,WP_000484277.1,Escherichia coli,,,,,,
C6UYD9,WP_000484237.1,Escherichia coli,,,,,,
common_EspY4__uniprot_C6UYV3__genbank_WP_000225956.1__species_Escherichia_coli,WP_000225956.1,Escherichia coli,Naama,?²-lactamase fusion,proven,,C6UYV3,C6UYV3_Escherichia_coli typeIII
C6V1X0,WP_000627910.1,Escherichia coli,,,,,,
C6V200,WP_000900547.1,Escherichia coli,,,,,,
C6V246,WP_001270084.1,Escherichia coli,,,,,,
C6V2F8,WP_107187722.1,Escherichia coli,,,,,,
D3GUB4,WP_000978357.1,Escherichia coli,,,,,,
D6I7T2,WP_000340627.1,Escherichia coli,,,,,,
D6I939,WP_141031714.1,Escherichia coli,,,,,,
D6IAG7,WP_000671693.1,Escherichia coli,,,,,,
D6IHY3,WP_000129334.1,Escherichia coli,,,,,,
E2348C_1043,EER3782403.1,Escherichia coli,,,,,,
E7HLW4,WP_116994190.1,Escherichia coli,,,,,,
E7I3A0,WP_149002908.1,Escherichia coli,,,,,,
E7IJW3,WP_122993429.1,Escherichia coli,,,,,,
E7IZJ9,WP_096860285.1,Escherichia coli,,,,,,
E7JG96,WP_122998797.1,Escherichia coli,,,,,,
E8H1S9,WP_000129339.1,Escherichia coli,,,,,,
E8H2M5,WP_000484257.1,Escherichia coli,,,,,,
E8H2S2,WP_000081133.1,Escherichia coli,,,,,,
E8H9S8,WP_000583710.1,Escherichia coli,,,,,,
E8HAM8,WP_000535051.1,Escherichia coli,,,,,,
E8HCS3,WP_001247929.1,Escherichia coli,,,,,,
E8HF43,WP_001358865.1,Escherichia coli,,,,,,
E8HGQ3,WP_000484262.1,Escherichia coli,,,,,,
E8HNV1,WP_000535054.1,Escherichia coli,,,,,,
E8HNY6,WP_000627912.1,Escherichia coli,,,,,,
E8HTZ1,WP_000671687.1,Escherichia coli,,,,,,
E8HY63,STI72858.1,Escherichia coli,,,,,,
E8I893,WP_001359287.1,Escherichia coli,,,,,,
E8I8S8,WP_000081132.1,Escherichia coli,,,,,,
E8I9E7,WP_000484256.1,Escherichia coli,,,,,,
E8IX49,WP_001359708.1,Escherichia coli,,,,,,
E8J055,WP_000081152.1,Escherichia coli,,,,,,
E8J137,WP_001359813.1,Escherichia coli,,,,,,
E8J924,WP_000627913.1,Escherichia coli,,,,,,
ECs_0847,WP_115801843.1,Escherichia coli,,,,,,
ECs_1561,WP_001370486.1,Escherichia coli,,,,,,
ECs_1995,WP_001443810.1,Escherichia coli,,,,,,
ECs_1996,WP_001143784.1,Escherichia coli,,,,,,
ECs_2154,WP_001143808.1,Escherichia coli,,,,,,
ECs_2155,WP_001356599.1,Escherichia coli,,,,,,
ECs_3485,WP_001132157.1,Escherichia coli,,,,,,
F7MSL2,WP_000129321.1,Escherichia coli,,,,,,
F7MTM4,WP_000978313.1,Escherichia coli,,,,,,
F7MUJ5,WP_000340632.1,Escherichia coli,,,,,,
F9QUY4,WP_063078090.1,Escherichia coli,,,,,,
G1Z248,WP_001426598.1,Escherichia coli,,,,,,
G1ZH26,WP_137540232.1,Escherichia coli,,,,,,
G2BLM3,WP_062877867.1,Escherichia coli,,,,,,
G2BQG1,WP_136736716.1,Escherichia coli,,,,,,
gi|124106650|dbj|BAF45447.1|type,WP_108979251.1,Escherichia coli,,,,,,
gi|210061024|pdb|3EFY|AChain,3EFY_A,Escherichia Coli,,,,,,
gi|254591364|gb|ACT70725.1|non-LEE-encoded,WP_115801843.1,Escherichia coli,,,,,,
gi|254591365|gb|ACT70726.1|non-LEE-encoded,WP_000951025.1,Escherichia coli,,,,,,
gi|254592177|gb|ACT71538.1|non-LEE-encoded,EEX5143979.1,Escherichia coli,,,,,,
gi|254592186|gb|ACT71547.1|non-LEE-encoded,WP_001144877.1,Escherichia coli,,,,,,
gi|254593029|gb|ACT72390.1|translocated,WP_000927513.1,Escherichia coli,,,,,,
gi|254594333|gb|ACT73694.1|non-LEE-encoded,WP_000953022.1,Escherichia coli,,,,,,
gi|254595037|gb|ACT74398.1|type,WP_000492638.1,Escherichia coli,,,,,,
gi|254595039|gb|ACT74400.1|LEE-encoded,WP_001302249.1,Escherichia coli,,,,,,
gi|628076989|gb|AHY70515.1|T3SS,EEC7197921.1,Escherichia coli,,,,,,
gi|666002584|gb|AIF92441.1|non-LEE-encoded,WP_001247925.1,Escherichia coli,,,,,,
sp|B7UM99|TIR_ECO27Translocated,WP_001339882.1,Escherichia coli,,,,,,
sp|Q8X482|ESPFU_ECO57Secreted,WP_010904784.1,Escherichia coli,,,,,,
tr|A0A0F3TK69|A0A0F3TK69_ECOLX,GHO18025.1,Escherichia coli,,,,,,
tr|A0A6D1F6N9|A0A6D1F6N9_ECOLX,WP_000953024.1,Escherichia coli,,,,,,
tr|A1KWP2|A1KWP2_ECOLXNleA1,WP_024238215.1,Escherichia coli,,,,,,
tr|A1KWP3|A1KWP3_ECOLXNleA2,CAM11314.1,Escherichia coli,,,,,,
tr|A1KWP4|A1KWP4_ECOLXNleA3,WP_045903964.1,Escherichia coli,,,,,,
tr|A1KWP5|A1KWP5_ECOLXNleA4,CAM11316.1,Escherichia coli,,,,,,
tr|A1KWP6|A1KWP6_ECOLXNleA5,WP_033810147.1,Escherichia coli,,,,,,
tr|A1KWP7|A1KWP7_ECOLXNleA6-1,CAM11318.1,Escherichia coli,,,,,,
tr|A1KWP8|A1KWP8_ECOLXNleA6-2,CAM11319.1,Escherichia coli,,,,,,
tr|A1KWP9|A1KWP9_ECOLXNleA7,CAM11320.1,Escherichia coli,,,,,,
tr|A1KWQ0|A1KWQ0_ECOLXNleA8-1,WP_001025664.1,Escherichia coli,,,,,,
tr|A1KWQ1|A1KWQ1_ECOLXNleA8-2,WP_001025663.1,Escherichia coli,,,,,,
tr|A1KWQ2|A1KWQ2_ECOLXNleA9,CAM11323.1,Escherichia coli,,,,,,
tr|A1KWQ3|A1KWQ3_ECOLXNleA10,CAM11324.1,Escherichia coli,,,,,,
tr|A1KWQ4|A1KWQ4_ECOLXNleA11,AET12018.1,Escherichia coli,,,,,,
tr|A2A0W5|A2A0W5_ECOLXTir-cytoskeleton,WP_010917831.1,Escherichia coli,,,,,,
tr|A2A0W7|A2A0W7_ECOLXTir-cytoskeleton,WP_171877906.1,Escherichia coli,,,,,,
tr|A2A0X2|A2A0X2_ECO57Type,WP_107686092.1,Escherichia coli,,,,,,
tr|A2A0X3|A2A0X3_ECOLXType,WP_052912734.1,Escherichia coli,,,,,,
tr|A2A0X8|A2A0X8_ECOLXType,WP_012817749.1,Escherichia coli,,,,,,
tr|A2A0Y6|A2A0Y6_ECO11Type,WP_012817858.1,Escherichia coli,,,,,,
tr|A2A0Z4|A2A0Z4_ECOLXType,WP_052915843.1,Escherichia coli,,,,,,
tr|A2A0Z6|A2A0Z6_ECOLXType,WP_012816795.1,Escherichia coli,,,,,,
tr|A4PCI6|A4PCI6_ECOLXTir-cytoskeleton,WP_032165226.1,Escherichia coli,,,,,,
tr|A4PDU1|A4PDU1_ECOLXTir-cytoskeleton,WP_052924591.1,Escherichia coli,,,,,,
tr|A4PDU3|A4PDU3_ECOLXTir-cytoskeleton,MBI9829653.1,Escherichia coli,,,,,,
tr|A4PDU4|A4PDU4_ECOLXTir-cytoskeleton,WP_096071309.1,Escherichia coli,,,,,,
tr|A4PDU7|A4PDU7_ECOLXTir-cytoskeleton,WP_000610783.1,Escherichia coli,,,,,,
tr|A4PDU8|A4PDU8_ECOLXTir-cytoskeleton,WP_106898774.1,Escherichia coli,,,,,,
tr|A4PDU9|A4PDU9_ECOLXTir-cytoskeleton,WP_136749991.1,Escherichia coli,,,,,,
tr|A4PDV0|A4PDV0_ECOLXTir-cytoskeleton,WP_061317672.1,Escherichia coli,,,,,,
tr|A8R3Y1|A8R3Y1_ECOLXTranslocated,WP_024231660.1,Escherichia coli,,,,,,
tr|A9ZNE5|A9ZNE5_ECOLXNon-LEE-encoded,WP_000950982.1,Escherichia coli,,,,,,
tr|A9ZNF2|A9ZNF2_ECOLXNon-LEE-encoded,WP_001121571.1,Escherichia coli,,,,,,
tr|A9ZNG5|A9ZNG5_ECOLXNon-LEE-encoded,WP_000950792.1,Escherichia coli,,,,,,
tr|A9ZNG6|A9ZNG6_ECOLXNon-LEE-encoded,WP_000950986.1,Escherichia coli,,,,,,
tr|A9ZNG7|A9ZNG7_ECOLXNon-LEE-encoded,WP_001131649.1,Escherichia coli,,,,,,
tr|A9ZNG8|A9ZNG8_ECOLXNon-LEE-encoded,WP_001102750.1,Escherichia coli,,,,,,
tr|B3Y094|B3Y094_ECO11T3SS,WP_000950790.1,Escherichia coli,,,,,,
tr|B3Y095|B3Y095_ECO11T3SS,WP_000950984.1,Escherichia coli,,,,,,
tr|B3Y0A5|B3Y0A5_ECO11T3SS,WP_048818235.1,Escherichia coli,,,,,,
tr|B7UH72|B7UH72_ECO27T3SS,WP_000606941.1,Escherichia coli,,,,,,
tr|B7UI21|B7UI21_ECO27T3SS,WP_012578998.1,Escherichia coli,,,,,,
tr|B7UM88|B7UM88_ECO27LEE-encoded,WP_012579019.1,Escherichia coli,,,,,,
tr|B7UMA0|B7UMA0_ECO27LEE-encoded,WP_000492694.1,Escherichia coli,,,,,,
tr|B7UMA2|B7UMA2_ECO27LEE-encoded,WP_012579020.1,Escherichia coli,,,,,,
tr|B7UMC8|B7UMC8_ECO27LEE-encoded,AAC38363.1,Escherichia coli,,,,,,
tr|B7UMR0|B7UMR0_ECO27Uncharacterized,AXE57093.1,Escherichia coli,Ella,,not proven,"there are NO evidence this is an effector, it is similar to antoher hypothetical protein that is not an effector.",,
tr|B7UNX2|B7UNX2_ECO27T3SS,WP_012578869.1,Escherichia coli,,,,,,
tr|B7UNX4|B7UNX4_ECO27T3SS,WP_130085566.1,Escherichia coli,,,,,,
tr|B8ZY94|B8ZY94_ECOLXT3SS,WP_000492696.1,Escherichia coli,,,,,,
tr|B8ZY96|B8ZY96_ECOLXType,CAX18574.1,Escherichia coli,,,,,,
tr|B8ZYA3|B8ZYA3_ECOLXType,WP_000386952.1,Escherichia coli,,,,,,
